id,pNumber,mNumber,alpha,beta
IPI00284934.1;IPI00754363.1;IPI00882252.1;IPI00882119.1;IPI00515295.2;IPI00649272.1;IPI00853715.1,269985.36,24.86,3.13,351.23
IPI00114819.3;IPI00881268.1;IPI00881690.1,317231.97,35.18,3.33,321.52
IPI00132340.1;IPI00757530.1,225464.0,51.33,4.88,237.06
IPI00408495.1;IPI00462199.1;IPI00113869.1,258978.14,189,10.32,60.55
IPI00416279.3,226031.74,19.91,1.84,499.8
IPI00115949.1;IPI00930806.1;IPI00120136.1,185125.01,,,
IPI00133136.1;IPI00649662.1;IPI00848926.1;IPI00112065.2;IPI00458631.3;IPI00649364.1,242225.83,2.19,0.45,3374.84
IPI00134346.1,226865.55,10.18,1.38,642.82
IPI00132128.1,287298.07,19.05,1.96,526.12
IPI00130734.1;IPI00857689.1,304881.27,18.22,1.16,716.06
IPI00471325.2,211653.7,93.44,5.66,170.8
IPI00136498.1;IPI00344142.4;IPI00136496.1;IPI00676177.2;IPI00875667.1,215691.53,13.42,1.99,772.29
IPI00311591.3,273655.28,42.53,3.41,249.41
IPI00123602.2,206864.01,20.57,2.21,321.65
IPI00453821.2,218746.37,24.58,2.94,378.7
IPI00307991.1;IPI00857937.1;IPI00345994.2;IPI00857756.1,360469.93,36,4.68,345.33
IPI00111416.1,267452.16,16.42,1.84,658.28
IPI00128155.2;IPI00845557.1;IPI00845775.1,303208.06,67.73,4.68,153.41
IPI00138143.1,177385.14,14.4,2.98,386.62
IPI00623284.4;IPI00459636.1;IPI00653335.1,234196.2,31.41,2.35,390.31
IPI00119806.6;IPI00845539.1;IPI00882375.1;IPI00881863.1;IPI00881409.1,218812.42,20.16,2.03,343.95
IPI00323144.4;IPI00880922.1,304623.3,62.87,8.99,294.25
IPI00229218.5,198880.15,22.15,1.56,283.21
IPI00121159.3;IPI00776077.1,238279.36,10.4,1.19,738.13
IPI00405736.3;IPI00310916.1,267339.7,,,
IPI00187402.1;IPI00651932.1,249161.79,18.42,2.27,395.17
IPI00153792.1,279271.04,39.6,2.59,280.05
IPI00314709.1;IPI00673669.2;IPI00830743.1;IPI00874715.1;IPI00670246.1,401025.75,77.54,13.01,217.73
IPI00111218.1;IPI00858077.1;IPI00113073.3,370082.89,16.27,0.83,742.03
IPI00750671.1;IPI00315225.7,257550.1,60.73,6.22,176.39
IPI00116750.2;IPI00923070.1;IPI00922994.1;IPI00311649.3;IPI00923028.1;IPI00923044.1,274974.55,44.85,3.77,186.68
IPI00115668.1;IPI00751087.1;IPI00919100.1,264809.29,6.13,0.48,1267.77
IPI00400301.2,312846.16,17.68,1.73,621.4
IPI00116804.1;IPI00886198.1;IPI00885400.1,263941.85,30.04,2.97,286.07
IPI00667471.1;IPI00880817.1;IPI00473753.2;IPI00405256.1;IPI00221411.1,322189.88,23.17,3.76,445.09
IPI00111117.5,185008.79,19.82,2.92,276.66
IPI00894870.1;IPI00850580.1,356391.03,52.39,3.27,217.67
IPI00353579.1,122012.79,20.27,2.03,344.27
IPI00111258.4,326578.91,26.46,1.42,360.38
IPI00127598.1;IPI00331463.1,161993.62,83.15,5.92,54.92
IPI00115117.1;IPI00649391.2;IPI00648577.3;IPI00648759.3,355147.79,24.23,1.81,401.47
IPI00124744.1,227159.01,29.36,3.18,269.48
IPI00121309.2;IPI00475158.3,289556.68,23.63,1.85,402.56
IPI00133257.1;IPI00222348.3,251745.11,,,
IPI00120715.1;IPI00849457.1,148155.51,,,
IPI00115454.3,271130.89,19.48,1.97,351.97
IPI00108410.1;,220246.49,23.24,2.62,478.29
IPI00128441.3;IPI00135308.3;IPI00648869.1;IPI00648571.1,305663.04,37.67,3.57,233.1
IPI00318725.4,175246.42,28.77,4.82,266.35
IPI00117416.1,275605.61,8.44,0.51,1052.53
IPI00316736.1,221789.9,29.49,1.71,372.89
IPI00123264.3;IPI00857081.1,222591.62,45.07,5.15,232.17
IPI00124282.1,240473.17,11.92,0.77,817.47
IPI00130591.2;IPI00555078.1;IPI00403996.2;IPI00776384.1,234421.59,23.45,2.47,267.53
IPI00130018.1;IPI00400117.1;IPI00831119.1;IPI00831019.1,235099.76,13.72,0.9,603.37
IPI00126939.1,270041.45,32.39,2.93,248.87
IPI00138716.1,268726.13,8.5,1.41,1108.43
IPI00467796.5;IPI00480341.3;IPI00116793.3,231190.34,,,
IPI00133750.1,141199.72,32.18,3.61,291.75
IPI00119930.2,279567.83,,,
IPI00133070.1,203469.91,,,
IPI00308162.3,304232.37,12.22,0.79,656.9
IPI00115765.3;IPI00885615.1,260208.18,,,
IPI00121545.1;IPI00756703.1;IPI00607988.1;IPI00459334.1,306831.4,37.17,4.29,217.31
IPI00331332.6;IPI00880753.1,191106.86,53.35,4.53,132.83
IPI00331302.5;IPI00315127.1,472057.37,66.28,4.27,506.69
IPI00125929.2,543497.09,293.66,17.8,153.21
IPI00133270.1,222699.64,35.21,2.8,174.88
IPI00133581.1;IPI00480496.1,232381.75,51.32,5.7,708.83
IPI00128230.1,189608.97,52.97,5.41,145.3
IPI00119727.1;IPI00652520.1,140892.83,22.5,2.71,654.62
IPI00759881.1;IPI00331710.1;IPI00857619.1,180710.19,10.4,0.77,476.03
IPI00169979.2;IPI00882339.1;IPI00828711.2;IPI00875352.1;IPI00319347.3,218401.09,16.67,1.46,384.74
IPI00108844.1;IPI00828820.1,327135.99,49.51,3.62,228.39
IPI00121579.1,167788.22,5.89,0.45,917.44
IPI00342766.9;IPI00896020.1;IPI00649131.6;IPI00649600.1;IPI00649004.1;IPI00649203.2;IPI00648970.3;IPI00648700.2,237506.05,32.61,3.12,287.74
IPI00165694.1,225598.63,,,
IPI00221694.1;IPI00410755.1,191678.39,75.71,5.74,85.77
IPI00221523.4;IPI00798527.1;IPI00653633.3,368090.48,39.25,3.09,343.95
IPI00322150.8,224524.69,30.09,1.95,205.6
IPI00169998.2;IPI00314191.6;IPI00380068.3,202744.29,12.53,1.32,436.8
IPI00556768.1;IPI00649283.1;IPI00127008.1,146089.89,38.92,4.09,135.62
IPI00121596.4;IPI00654361.2,262477.45,106.48,6.41,126.08
IPI00119115.2;IPI00377443.3;IPI00108982.1;IPI00115417.1;IPI00742270.1,246072.25,28.59,2.67,381.84
IPI00656221.1;IPI00453975.4,173706.27,61.02,4.97,121.92
IPI00469835.3;IPI00876165.1;IPI00928552.1;IPI00928431.1;IPI00928481.1,180158.81,28.58,2.07,348.66
IPI00655156.3;IPI00353887.4,244707.4,14.01,2.32,
IPI00854971.1,450625.07,,,
IPI00380281.4;IPI00918427.1;IPI00918209.1;,187117.64,41.02,4.02,191.54
IPI00318750.4;IPI00653958.3;IPI00462903.1,165375.3,8.99,0.73,490.26
IPI00880850.1;IPI00331322.3;IPI00880362.1;IPI00880219.1,260147.56,18.12,1.28,432.65
IPI00880407.1;IPI00139378.1;IPI00881086.1;IPI00880806.1,221075.6,10.16,0.79,830.74
IPI00128154.1;IPI00120000.5,344000.4,485.21,28.9,450.76
IPI00828495.3;IPI00127820.1;IPI00831167.1,201560.51,,,
IPI00321744.3,295051.85,46.26,2.65,202.76
IPI00128867.3;IPI00153880.4;IPI00408500.2,325605.59,15.05,3.71,592.68
IPI00308086.2;IPI00857881.1,228220.52,21.65,2.81,351.83
IPI00122418.1;IPI00752942.1;IPI00649422.1,221805.18,23.04,3.08,311.51
IPI00828338.1;IPI00649955.1;IPI00345772.3;IPI00757267.1;IPI00882042.1,225790.11,33.37,5.13,231.97
IPI00133700.2,204867.89,14.71,1.7,659.71
IPI00380195.1;IPI00655109.1,239706.44,29.14,3.17,240.69
IPI00173121.3,175127.23,2.99,0.18,2638.66
IPI00275050.2;IPI00402997.3,212621.78,12.22,0.65,814.7
IPI00319830.7;IPI00831369.1;IPI00556909.1,297762.21,47.85,2.74,288.09
IPI00379513.6;IPI00754013.2;IPI00758406.1;IPI00754937.2,192080.11,16.82,1.49,448.81
IPI00420949.3;IPI00850525.1,237648.58,21.76,2.46,410.9
IPI00849597.1;IPI00381682.1,111559.11,,,
IPI00312018.6,241720.16,37.66,2.2,166.3
IPI00118762.6,173008.59,17.16,1.22,487.85
IPI00121203.1,199373.77,54.8,7.11,365.38
IPI00875732.1;IPI00230615.8;IPI00405347.1;IPI00830452.1;IPI00828859.1,261628.24,13.75,1.57,516.58
IPI00471441.1;IPI00459326.1,261987.8,91.29,4.53,82.74
IPI00124240.1;IPI00225350.1;IPI00109650.3;IPI00830384.1,189046.24,,,
IPI00117281.2;IPI00660262.4;IPI00227783.3;IPI00463220.2,249639.24,50.43,3.13,299.29
IPI00153660.4,212762.48,7.53,0.49,754.15
IPI00129580.2;IPI00652964.2;IPI00122955.1;IPI00108762.3;IPI00849486.1,127053.74,62.94,4.32,107.17
IPI00116450.1;IPI00229489.1;IPI00229488.1,199524.03,22.75,2.46,340.94
IPI00130997.2;IPI00896629.1;IPI00831524.1;IPI00230524.3,147881.81,30.78,3.61,217.88
IPI00312058.5;IPI00869393.1;IPI00755311.1,170953.28,11.94,0.92,711.45
IPI00221921.5,272973.35,166.13,11.32,73.79
IPI00130240.1,275503.5,39.35,3.2,543.56
IPI00761937.1;IPI00407835.2,251246.93,55.42,4.38,195.19
IPI00330688.3,113141.32,42.77,3.82,102.42
IPI00223060.1;IPI00130729.3;IPI00131438.1,285091.52,13.22,1.22,
IPI00130186.4;IPI00845614.1,240096.68,39.28,3.1,336.32
IPI00395166.2;IPI00881192.1;IPI00880549.1,150991.15,21.22,1.68,316.07
IPI00458949.2;IPI00885524.1;IPI00885454.1,224593.79,17.8,1.35,364.95
IPI00828623.1;IPI00410802.2;IPI00265503.4;IPI00265504.4;IPI00223771.3;IPI00265505.4;IPI00223773.4;IPI00466077.1;IPI00875240.1;IPI00266152.4;IPI00223772.2;IPI00828592.1;IPI00753669.1;IPI00223770.2;IPI00757131.1;IPI00223769.5;IPI00720073.1;IPI00756545.1;IPI00874953.1;IPI00266155.1;IPI00266154.1,337235.54,69.63,5.83,254.48
IPI00265406.3;IPI00515543.3,139948.69,11.06,1.5,340.85
IPI00753155.2;IPI00109312.3;IPI00830866.1;IPI00830183.1,169267.25,95.34,5.5,69.86
IPI00856488.1;IPI00116284.4;IPI00387376.3;IPI00830819.1;IPI00918275.1;IPI00830797.1;IPI00856195.1;IPI00830540.1;IPI00856617.2,272624.35,46.67,4.03,229.24
IPI00136293.1;IPI00918968.1;IPI00919066.1;IPI00918598.1,154843.06,11.73,1.14,192.98
IPI00396797.2;IPI00653307.1;IPI00405364.2;IPI00170041.2,232038.29,22.63,1.89,318.87
IPI00124639.1;IPI00648626.1,269331.93,30.19,3.35,269.85
IPI00127554.1,200662.05,60.19,6.35,119.32
IPI00130173.1;IPI00755939.1,283091.92,49.64,4.02,171.99
IPI00229392.4;IPI00345834.2;,184075.63,37.31,4.53,185.04
IPI00331188.1;IPI00918197.1;IPI00918298.1,234868.43,7.63,1,1162.26
IPI00653921.2;IPI00308324.2;IPI00271835.2,216687.29,36.45,2.69,187.04
IPI00113738.2;IPI00355382.2,294131.04,22.84,2.33,342.59
IPI00311476.1,331829.53,35.3,3.21,660.72
IPI00875405.1;IPI00267295.5;IPI00928092.1,329803.43,76.58,4.35,148.93
IPI00331385.2;IPI00650012.2;IPI00649752.1,152987.3,37.76,3.49,258.69
IPI00349401.5,164585.47,74.49,4.84,106.63
IPI00125923.1,362841.69,20.23,1.24,596.76
IPI00421085.1,213497.11,11.2,0.96,546.02
IPI00119696.1;IPI00665510.1;IPI00848467.1;IPI00856179.1;IPI00848448.1,252583.04,14.66,1.43,726.97
IPI00133594.3;IPI00624273.1,109916.04,67.53,6.47,83.68
IPI00119575.3;IPI00762049.2;IPI00649804.2;IPI00875652.1;IPI00856616.1;IPI00856377.1,180477.98,73.32,4.61,396.41
IPI00130486.1,277566.73,65.14,3.07,130.64
IPI00112763.1,119346.47,27.35,3.96,459.01
IPI00135197.5,206182.09,,,
IPI00130158.3;IPI00673797.2,262418.84,28.76,1.83,274.65
IPI00133612.1,238983.13,23.88,2.35,385.93
IPI00221663.5;IPI00757027.1;IPI00751298.1;IPI00756472.1,146651.19,34.9,4.32,246.13
IPI00480497.1;IPI00480235.1;IPI00265502.2,242268.09,25.45,4.03,469.8
IPI00329942.4;IPI00776216.1;IPI00461653.1,289554.52,18.04,1.36,586.56
IPI00132334.4;IPI00776130.1;IPI00850252.1;IPI00652117.1;IPI00131604.1,209289.3,6.57,0.52,1275.28
IPI00133167.1;IPI00882107.1,151054.84,,,
IPI00331394.3;IPI00875924.1,351256.26,14.14,0.91,499.25
IPI00317701.2;IPI00123465.1;IPI00856675.1;IPI00857701.1;IPI00856821.1,257158.5,30.72,2.75,273.68
IPI00395038.3;IPI00649107.2;IPI00649340.1,407070.42,30.89,3.35,377.84
IPI00121562.1;IPI00830689.1,323207.98,11.5,0.87,974.07
IPI00330057.4,235882.56,56.49,4.98,271.28
IPI00459279.2;IPI00881473.1;IPI00882330.1;IPI00881737.1,218157.46,20.35,1.28,268.66
IPI00135190.3;IPI00876069.1,164465.76,38.04,4.03,162.69
IPI00221759.1,248061.06,9.2,0.8,702.49
IPI00135969.2;IPI00229690.1;IPI00123190.1,403448.85,24.73,2.53,547.67
IPI00133591.1,193938.32,58.58,4.85,166.7
IPI00121891.1;IPI00851029.1,129881.27,,12.95,
IPI00270877.5;IPI00473685.3,235024.8,15.64,1.13,587.24
IPI00132474.3;IPI00475101.4,266583.48,,,
IPI00407993.3,147275.58,65.7,5.37,100.88
IPI00133778.1,116854.47,43.32,3.47,138.55
IPI00169804.1,128669.29,2.7,0.25,1412.15
IPI00320188.5,290862.44,10.2,0.95,631.33
IPI00875610.1;IPI00918397.1;IPI00678265.2;IPI00918269.1,198344.77,13.34,1.31,515.94
IPI00122450.1;IPI00775950.1;IPI00462119.3;IPI00775997.1;IPI00757121.1;IPI00754268.1,151456.45,165.47,11.34,34.98
IPI00331155.4;IPI00850469.1;IPI00849875.1;IPI00268627.1;IPI00120334.5,323247.05,63.64,7.49,213
IPI00121288.5;IPI00880613.1,261089.04,67.11,4.41,141.1
IPI00132481.3;IPI00776017.1;IPI00857984.1;IPI00310797.1,239449.73,28.6,3.58,272.39
IPI00118775.1,119637.08,,,
IPI00123878.4;IPI00856805.1;IPI00553461.1,228094.98,45.31,3.82,139.5
IPI00135189.3;,247524.25,18.35,2.06,303.65
IPI00317710.1;IPI00317711.1;IPI00857988.1;IPI00856715.1;IPI00856856.1,290839.57,38.89,2.73,222.65
IPI00130381.1;IPI00277446.5,187605.87,51.72,3.28,188.56
IPI00224075.1;IPI00857663.1;IPI00830998.1;IPI00858002.1;IPI00856466.1;IPI00856970.1;IPI00858302.1;IPI00857845.1;IPI00831094.1,276535.7,20.95,1.87,412.42
IPI00132415.1,197105.24,,,
IPI00311453.5,224126.08,52.27,6.58,143.48
IPI00112587.3;IPI00154087.1,163353.43,10.17,1.12,496.55
IPI00226958.3;IPI00886162.1;IPI00885591.1,189389.85,61.6,3.74,119.83
IPI00134017.1,181231.72,18.44,2,289
IPI00663957.1,56754.82,,,
IPI00134131.2;IPI00648476.1;IPI00648007.1,168292.21,9.35,0.49,684.72
IPI00135812.2,111567.97,10.4,1.05,389.1
IPI00124819.1;IPI00882179.1,202644.77,52.82,3.95,103.5
IPI00225337.5,261036.43,8.01,0.32,870.71
IPI00115824.1;IPI00515227.1,184576.58,9.56,0.95,
IPI00119201.1,177021.58,15.41,1.98,448.24
IPI00656325.2;IPI00876255.1;IPI00752026.1,212454.02,23.08,1.54,273.02
IPI00653745.1;IPI00121974.1,252196.15,7.1,0.35,1757.1
IPI00604945.2;IPI00762185.2,234143.0,6.85,0.48,850.36
IPI00118723.3;IPI00750734.1;IPI00751431.1;IPI00918669.1;IPI00857783.1;IPI00857646.1,258972.01,43.78,2.58,177.24
IPI00112053.1,144744.86,36.08,4.28,166.03
IPI00943994.1;IPI00381715.5,257458.16,10.28,0.88,777.49
IPI00225249.2;IPI00720208.1;IPI00720126.1,132542.19,25.13,3.75,192.93
IPI00720194.1;IPI00649969.1;IPI00111495.9,143569.18,7.77,1.02,514.99
IPI00322337.5,149422.63,34.54,4.58,224.65
IPI00458001.1;IPI00458002.1;IPI00169500.3,155877.0,47.3,5.74,136.92
IPI00132610.5;IPI00857997.1;IPI00857264.1;IPI00857552.1,143281.57,19.04,1.43,279.35
IPI00338854.3,241260.76,40.29,3.84,322.47
IPI00132470.1,154276.67,24.97,2.8,287.53
IPI00113232.3;IPI00857730.1;IPI00856788.1;IPI00857045.1;IPI00857212.1;IPI00857477.1;IPI00885223.1,146511.27,39.79,3.5,128.71
IPI00115850.2,308636.57,,,
IPI00173343.3;IPI00457596.1,188851.93,34.07,2.33,213.48
IPI00420970.3,73844.47,,,
IPI00468702.1;IPI00187271.4;IPI00649297.1;IPI00648747.1;IPI00463574.1;IPI00876134.1,161041.5,27.68,2.89,192.18
IPI00407571.2;IPI00874408.1;IPI00652593.2;IPI00776286.3,214355.19,105.04,7.42,91.02
IPI00128071.7;IPI00757596.3;IPI00663122.1;IPI00659170.1,244622.28,41.65,3.37,162.1
IPI00856171.1;IPI00849741.1;IPI00850157.1;IPI00460253.2,260792.0,,,
IPI00132050.1;IPI00110825.1;IPI00662861.1,176947.56,45.85,3.33,185.19
IPI00316133.7;IPI00882041.1;IPI00132574.1;IPI00469902.3,201763.16,27.53,2.28,207.97
IPI00122466.3;IPI00649108.1;IPI00649616.1,181260.71,,,
IPI00109253.1,179443.69,35.51,3.06,360.25
IPI00169925.2;IPI00845716.1,190313.72,25.61,1.68,307.44
IPI00776162.3;IPI00126006.6;IPI00817040.1,253767.24,114.76,6.72,88.3
IPI00307963.3,241974.87,15.66,1.55,518.3
IPI00845638.1;IPI00317401.6;IPI00776026.2,132396.11,,,
IPI00130144.2;IPI00316509.1;IPI00831534.1;IPI00895045.1;IPI00894839.1,348486.83,23.75,1.33,
IPI00112346.1;IPI00828805.2;IPI00816843.1;IPI00331732.9;IPI00830415.1,190467.2,20.41,2.56,390.9
IPI00880411.1;IPI00404630.1;IPI00882000.1;IPI00130013.3;IPI00882228.1;IPI00885941.1;IPI00881553.1,222310.14,26.93,2.59,222.4
IPI00320241.1,216171.34,16.33,0.91,407.45
IPI00133403.1,151581.1,31.35,2.89,151.76
IPI00944067.1;IPI00120212.1,221531.21,43.29,2.64,206.92
IPI00654420.1;IPI00131548.1;IPI00719901.2;IPI00720189.1;,156686.72,7.73,0.92,605.28
IPI00828620.1;IPI00828610.1;IPI00761759.1,197633.92,,,
IPI00408119.6;IPI00848818.1;IPI00473748.5,223039.81,25.15,1.63,279.66
IPI00129319.3,258945.92,8.29,0.6,1004.83
IPI00756238.2;IPI00125147.4,193251.94,1.88,0.21,3463.53
IPI00468437.2;IPI00761811.1;IPI00469196.3;IPI00656179.1,166174.22,,,
IPI00406790.6;IPI00828919.2;IPI00112584.3;IPI00858128.1;IPI00475044.3;IPI00858144.1;IPI00857865.1;IPI00459096.1;IPI00856305.1;IPI00754301.2;IPI00136199.1;IPI00749647.1,255847.07,17.7,1.76,394.77
IPI00132122.3,148400.07,25.64,2.45,211.42
IPI00266426.4,129765.3,,,
IPI00119813.3,218751.42,,1.51,
IPI00136252.3;IPI00653938.1,182328.48,14.71,1.23,342.07
IPI00123005.2;IPI00762808.2;IPI00762287.1;IPI00919253.1,258857.68,36.63,4.42,246.36
IPI00112822.2;IPI00230512.3;IPI00895166.1;IPI00895392.1,166334.4,12.03,1.27,379.71
IPI00329872.1;IPI00623191.2,265519.22,589.1,25.52,119.24
IPI00649972.1;IPI00132167.1;IPI00648127.1;IPI00283830.1;IPI00880830.1;IPI00880993.1,215937.82,25.44,2.2,274.76
IPI00284978.3;IPI00654010.2,118378.37,31.81,3.5,160.62
IPI00132703.1,121159.87,87.71,7.91,455.02
IPI00153468.1;IPI00649344.1,137989.47,16.4,1.35,265.7
IPI00108206.1;IPI00224370.4;IPI00752400.3;IPI00463000.1;IPI00855106.1,202942.64,,,
IPI00313841.1,257933.34,19.9,1.39,394.96
IPI00135660.5,189928.63,15.82,1.52,441.27
IPI00406371.3;IPI00755549.2;IPI00278312.6;IPI00856468.1;IPI00857387.1,220203.76,14.85,1.23,393.35
IPI00124372.3,169755.83,11.86,0.7,379.49
IPI00229472.5,168692.77,19.06,1.34,363.7
IPI00131915.2,185386.44,12.65,1.19,454.76
IPI00222731.2;IPI00124778.1;IPI00648827.1;IPI00649474.1;IPI00459465.1;,193834.36,,,
IPI00229796.3,261036.78,19.51,1.21,374.08
IPI00124221.1,301878.4,73.68,5.79,219.71
IPI00128023.3;IPI00830766.1;IPI00830872.1,146330.82,58.9,3.88,87.34
IPI00408796.3;IPI00457731.1;,215884.03,25.02,2.17,330.45
IPI00378015.1;IPI00308222.3;IPI00458127.1;,178236.52,26.35,1.89,245.25
IPI00309183.3;IPI00314275.1;IPI00918122.1;IPI00919154.1,233631.19,42.04,3.49,154.47
IPI00850843.2,165684.61,,,
IPI00121149.1;IPI00755120.2;IPI00230457.1;IPI00230458.3;IPI00230459.1;IPI00230461.1;IPI00230462.1;IPI00230463.1;IPI00230464.1;IPI00230465.1;IPI00226199.1;IPI00226200.1;IPI00226201.1;IPI00625465.2,184414.34,44.46,2.93,144.5
IPI00117178.1;IPI00880643.1,197156.74,44.73,3.29,203.12
IPI00938439.1;IPI00459744.1,254172.89,35.2,2.53,192.34
IPI00133289.1,152004.8,21.85,1.57,297.6
IPI00321266.5;IPI00857897.1,111747.39,7.98,0.65,448.23
IPI00131186.2,128660.48,,,
IPI00662342.3;IPI00651954.5;IPI00855212.1;IPI00652978.4,143442.88,11.27,0.93,353.12
IPI00470003.3;IPI00856310.1;IPI00856132.1;IPI00857583.1,238276.27,56.6,3.09,320.53
IPI00857046.1;IPI00115552.1;IPI00895966.1;IPI00857180.1,112850.35,56.19,5.57,103.47
IPI00322922.4;IPI00172255.1;IPI00848700.1,156012.17,21.03,1.63,416.57
IPI00132965.1,165531.41,13.17,1.82,370.41
IPI00122220.1,136399.54,30.38,3.76,209.79
IPI00273232.6;IPI00648647.2,130037.27,30.93,4.07,350.6
IPI00133284.1;IPI00853761.1,140033.16,11.01,1.05,345.48
IPI00556875.1;IPI00130112.1;IPI00648267.1;IPI00515497.1;IPI00886251.1,126402.83,45.48,4.25,117.58
IPI00874728.1;IPI00227918.2,231994.97,,,
IPI00118447.1;IPI00757181.1;IPI00751607.1,258911.42,8.16,1.61,793.02
IPI00313275.7;IPI00849698.1,243644.3,73.3,7.53,118.14
IPI00318000.4,165221.23,18.21,1.92,318.73
IPI00111359.2;IPI00760002.1,248324.75,20.07,1.87,354.15
IPI00222632.3;IPI00886032.1,230052.9,34.72,2.83,286.02
IPI00265705.2;IPI00274639.4;IPI00607999.1,189491.25,18.38,2.68,434.54
IPI00276926.3;IPI00885254.1,165400.35,15.03,0.98,350.66
IPI00122038.2;IPI00230236.2,146243.22,47.96,4.29,167.64
IPI00420344.1,113288.64,16.78,1.37,225.62
IPI00318778.1;IPI00877323.1;IPI00831194.1;IPI00831291.1,227002.78,20.47,2.16,452.26
IPI00808098.1;IPI00311445.5;IPI00407312.3;IPI00808433.1;IPI00895519.1;IPI00895105.1,235879.4,26.47,2.48,521.17
IPI00126253.1;IPI00882182.1;IPI00880251.1;IPI00880371.1,241286.74,91.57,7.27,110.56
IPI00110672.3,136269.65,14.42,1.2,308.7
IPI00123882.1;IPI00816997.1;IPI00753270.1,83520.27,,,
IPI00169734.3,103986.1,30.48,3.04,366.11
IPI00331173.8,151712.17,16.02,1.64,320.71
IPI00653664.2;IPI00798544.1,171250.18,19.46,2.04,243.89
IPI00221741.1;,148416.44,5.42,0.45,942.39
IPI00227808.3;IPI00187275.2;IPI00911127.1;IPI00661702.2;IPI00458140.4;IPI00406424.1;IPI00379353.2;IPI00911128.1,225753.66,49.13,5.93,163.51
IPI00222307.1;IPI00410800.1,202774.28,28.55,2.08,230.49
IPI00889924.1;IPI00135068.1,184846.66,23.38,2.83,216.94
IPI00153750.1;IPI00648685.1,158546.41,26.46,4.1,213.21
IPI00458155.2,133682.11,20.98,2.58,652.03
IPI00133030.3;IPI00849485.1;IPI00606831.1,353444.73,101.78,6.95,142.4
IPI00226227.1,116677.23,52.73,5.79,215.32
IPI00649873.1,132966.35,70.88,6.61,55.28
IPI00124248.1;IPI00117947.1,186217.39,47.71,4.26,157.58
IPI00468896.7;IPI00660556.1,124828.66,19.02,1.11,234.03
IPI00461011.3,178415.77,14.39,1.05,458.47
IPI00224070.2;IPI00404970.2,320046.51,23.68,1.67,500.91
IPI00944715.1;IPI00123870.1,130740.32,37.71,2.27,130.44
IPI00139994.1;,188880.12,41.82,7.74,178.46
IPI00137706.1;IPI00831110.1;IPI00886325.1;IPI00857173.1;IPI00652719.3;IPI00857592.1;IPI00880760.1,264578.54,36.65,2.44,461.47
IPI00308882.4;IPI00930784.1,176418.07,19.66,1.43,347.13
IPI00622833.2;IPI00622606.1;IPI00408626.4;IPI00625441.3;IPI00473743.5;IPI00881225.1;IPI00882249.1;IPI00880888.1;IPI00880327.1,236962.92,20.76,1.41,379.53
IPI00169546.1;IPI00848841.1,194173.08,17,1.35,273.49
IPI00831051.1;IPI00831644.1;IPI00831557.1,256672.87,,,
IPI00421119.5;IPI00928541.1;IPI00662049.3,117447.35,22.94,2.53,181.4
IPI00126913.5;IPI00464208.3,128059.69,,,
IPI00109206.1;IPI00463495.2;IPI00930820.1,141394.36,2.47,0.15,1967.45
IPI00317298.2;IPI00457775.1,127490.69,27.87,2.8,301.27
IPI00828223.1;IPI00222977.1;IPI00649821.1,157425.19,,,
IPI00110856.2;IPI00621537.2;IPI00227815.1,134536.58,81.49,5.52,119.01
IPI00229397.1;IPI00857414.1;IPI00850689.1;IPI00857593.1,112903.75,24.05,2.37,175.77
IPI00170093.3,178577.43,40.45,2.81,172.56
IPI00112963.1,209594.57,62.84,4.04,324.28
IPI00330406.2,157665.43,,,
IPI00132705.1,330321.03,64.31,4.87,186.83
IPI00420832.1,127778.46,10.38,1.15,401.28
IPI00470138.4;IPI00894696.1;IPI00894577.1;IPI00894756.1;IPI00895380.1,162768.98,,,
IPI00128256.1;IPI00919208.1,100111.66,36.24,2.9,94.7
IPI00311509.1,177235.71,,,
IPI00653794.2;IPI00310972.4;IPI00652262.1,178377.13,24.9,1.95,241.52
IPI00125662.2;IPI00830923.1;IPI00515361.1;IPI00830298.1;IPI00830822.1,130021.2,31.02,2.1,189.72
IPI00312752.3;IPI00648567.1;IPI00331110.3;IPI00648859.1;IPI00875665.1;IPI00885527.1;IPI00649078.1,181352.46,22.65,2.72,332.58
IPI00139168.2,187881.49,36.57,2.16,167.41
IPI00652428.1;IPI00119066.2;IPI00895276.1;IPI00626696.2,162030.78,28.39,2.85,183.67
IPI00331605.5;IPI00858018.1,112717.08,9.38,0.6,309.71
IPI00760003.1;IPI00122559.3;IPI00473546.4;IPI00760078.1;IPI00759913.1;IPI00760053.1;IPI00759916.1;IPI00759952.1;IPI00407517.2;IPI00760076.1;IPI00759936.1;IPI00759972.1;IPI00759887.1;IPI00759943.1;IPI00760049.1;IPI00759851.1;IPI00462829.3;IPI00330211.5;IPI00749665.2,106649.36,15.11,1.14,250.79
IPI00943394.1;IPI00110315.1;IPI00881273.1;IPI00880916.1,189228.12,34.2,3.2,171.39
IPI00134961.1;IPI00895545.1,207084.3,,,
IPI00113194.1;IPI00660051.1;IPI00850582.1,101855.86,38.85,5.57,238.55
IPI00761408.2;IPI00319518.4,159634.9,40.61,2.7,98.1
IPI00109415.1,202101.4,46.06,4.86,171.89
IPI00330729.4;IPI00467055.3,230966.96,37.47,4.49,334.23
IPI00114245.2;IPI00886178.1,134735.73,62.41,6.83,103.76
IPI00458908.2,123978.37,6.59,0.88,546.14
